CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
3836-FZSDJ,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901,No,0,53,4367,
8259-NFJTV,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,Female,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No,0,45,5996,
3845-JHAMY,1,United States,California,Inverness,94937,"38.099323, -122.945723",38.099323,-122.945723,Female,No,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No,0,25,2069,
1116-FRYVH,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Female,No,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,1978.65,No,0,26,5701,
0231-LXVAP,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.047414,-119.344304,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,1,66,3389,Attitude of support person
6080-LNESI,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.991259,-122.214945,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,No,0,46,5080,
4445-KWOKW,1,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,-116.593605,Female,No,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,0,55,5988,
0795-LAFGP,1,United States,California,Fullerton,92835,"33.902211, -117.914922",33.902211,-117.914922,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,0,40,5633,
6110-OHIHY,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1,89,4183,Competitor offered higher download speeds
2176-OSJUV,1,United States,California,Anaheim,92801,"33.844983, -117.952151",33.844983,-117.952151,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,4681.75,No,0,69,4384,
8217-QYOHV,1,United States,California,Burbank,91505,"34.174215, -118.345928",34.174215,-118.345928,Male,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.75,266.95,No,0,22,4545,
9529-OFXHY,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,No,0,61,5415,
6283-GITPX,1,United States,California,Beaumont,92223,"33.946982, -116.977672",33.946982,-116.977672,Male,No,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,0,26,4633,
4750-UKWJK,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.528955,Female,Yes,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,No,0,77,5730,
6892-BOGQE,1,United States,California,Whittier,90601,"34.007353, -118.033683",34.007353,-118.033683,Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,0,53,4030,
8495-PRWFH,1,United States,California,Waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,No,0,80,5831,
5848-FHRFC,1,United States,California,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,No,0,63,5740,
2002-MZHWP,1,United States,California,Delhi,95315,"37.422961, -120.765493",37.422961,-120.765493,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes,1,76,3820,Lack of self-service on Website
7114-AEOZE,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No,0,58,6213,
5887-IKKYO,1,United States,California,Pomona,91768,"34.067932, -117.785168",34.067932,-117.785168,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,0,49,4777,
5301-GAUUY,1,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304,Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,1,92,5974,Competitor had better devices
9391-TTOYH,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,470.2,No,0,42,5652,
4822-NGOCH,1,United States,California,Sacramento,95831,"38.494832, -121.529447",38.494832,-121.529447,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,74,5801,Long distance charges
8499-BRXTD,1,United States,California,Kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,No,0,57,5586,
2371-JUNGC,1,United States,California,Cupertino,95014,"37.306612, -122.080621",37.306612,-122.080621,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208,No,0,33,4032,
7251-LJBQN,1,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319,-119.129075,Female,Yes,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,No,0,20,3568,
9367-WXLCH,1,United States,California,Glendale,91204,"34.136306, -118.26036",34.136306,-118.26036,Male,No,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,86,2152,Extra data charges
4869-EPIUS,1,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,No,0,56,5344,
3566-HJGPK,1,United States,California,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,No,0,31,3173,
8849-AYPTR,1,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.25,2964.05,No,0,57,3296,
2103-ZRXFN,1,United States,California,La Quinta,92253,"33.695532, -116.310571",33.695532,-116.310571,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,No,0,69,3631,
8450-LUGUK,1,United States,California,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,0,36,3753,
0602-DDUML,1,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,Female,No,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,0,38,4487,
2027-CWDNU,1,United States,California,Venice,90291,"33.991782, -118.479229",33.991782,-118.479229,Male,No,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,No,0,63,5968,
9965-YOKZB,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability
5678-VFNEQ,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,0,45,4695,
5931-FLJJF,1,United States,California,Midway City,92655,"33.744439, -117.98588",33.744439,-117.98588,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,1,83,3669,Attitude of service provider
1254-IZEYF,1,United States,California,Cutler,93615,"36.497895, -119.285484",36.497895,-119.285484,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,Yes,1,96,5362,Competitor made better offer
9766-HGEDE,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307,No,0,77,2185,
5135-GRQJV,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",36.488056,-120.407691,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,No,0,47,6051,
6960-HVYXR,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76,Yes,1,72,2567,Competitor made better offer
2007-QVGAW,1,United States,California,Cypress,90630,"33.818477, -118.038307",33.818477,-118.038307,Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,1292.65,No,0,27,6303,
4749-OJKQU,1,United States,California,San Jose,95132,"37.424655, -121.74841",37.424655,-121.74841,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No,0,31,5396,
5271-YNWVR,1,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856,Yes,1,90,4610,Extra data charges
1062-LHZOD,1,United States,California,Los Angeles,90005,"34.059281, -118.30742",34.059281,-118.30742,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,Yes,1,84,2100,Moved
1918-ZBFQJ,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,Female,No,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,73,5142,Price too high
0114-PEGZZ,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,0,33,4800,
9661-JALZV,1,United States,California,Atascadero,93422,"35.453912, -120.69461",35.453912,-120.69461,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519,No,0,54,5138,
6131-FOYAS,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Male,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No,0,27,2187,
9191-MYQKX,1,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,1,70,3457,Service dissatisfaction
3823-KYNQY,1,United States,California,Van Nuys,91406,"34.195685, -118.490752",34.195685,-118.490752,Male,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,No,0,71,4443,
0137-OCGAB,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.02711,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,1,90,3056,Lack of affordable download/upload speed
1423-BMPBQ,1,United States,California,Anaheim,92808,"33.850452, -117.726668",33.850452,-117.726668,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19,No,0,44,2400,
8999-EXMNO,1,United States,California,Dos Rios,95429,"39.756049, -123.358701",39.756049,-123.358701,Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,No,0,26,4246,
9711-FJTBX,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,Male,No,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,No,0,28,5058,
0699-NDKJM,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.130992,-118.894673,Female,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,38,4115,
7808-DVWEP,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,No,0,44,3985,
9554-DFKIC,1,United States,California,Villa Park,92861,"33.817473, -117.810462",33.817473,-117.810462,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,0,38,2613,
2452-KDRRH,1,United States,California,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,0,28,5269,
2746-DIJLO,1,United States,California,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364,No,0,46,2994,
2876-VBBBL,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,1,85,2783,Network reliability
7579-OOPEC,1,United States,California,Pala,92059,"33.384345, -117.072619",33.384345,-117.072619,Female,Yes,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,Yes,1,78,5461,Long distance charges
4859-ZSRDZ,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,Female,No,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No,0,69,4080,
8382-SHQEH,1,United States,California,Rancho Cucamonga,91739,"34.133809, -117.523724",34.133809,-117.523724,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,1,85,2656,Long distance charges
7452-FOLON,1,United States,California,Terra Bella,93270,"35.939068, -119.043666",35.939068,-119.043666,Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,No,0,53,5986,
1839-UMACK,1,United States,California,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,Male,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,No,0,55,3756,
2250-IVBWA,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,Male,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,No,0,48,5168,
9767-FFLEM,1,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03679,-115.60503,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,No,0,35,4591,
7410-KTVFV,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,97,2815,Competitor offered higher download speeds
9381-NDKME,1,United States,California,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,1,85,3843,Limited range of services
0257-ZESQC,1,United States,California,Perris,92571,"33.828289, -117.201666",33.828289,-117.201666,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,1,99,4517,Lack of self-service on Website
8883-GRDWQ,1,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562,Male,Yes,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,No,0,20,5090,
0439-IFYUN,1,United States,California,Westley,95387,"37.546007, -121.28257",37.546007,-121.28257,Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,No,0,62,3896,
0178-CIIKR,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58,No,0,74,5949,
6598-RFFVI,1,United States,California,San Bernardino,92405,"34.142747, -117.300864",34.142747,-117.300864,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,Yes,1,94,2279,Competitor had better devices
9618-LFJRU,1,United States,California,Inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No,0,40,4344,
3194-ORPIK,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,Female,No,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes,1,80,5135,Service dissatisfaction
9904-EHEVJ,1,United States,California,Bethel Island,94511,"38.050558, -121.646924",38.050558,-121.646924,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,0,35,2965,
7903-CMPEY,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,87,4138,Competitor had better devices
2469-DTSGX,1,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,Female,Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,No,0,75,5388,
5568-DMXZS,1,United States,California,San Diego,92124,"32.827238, -117.089287",32.827238,-117.089287,Female,No,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.45,554.45,No,0,80,5227,
0093-XWZFY,1,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,Male,No,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,Yes,1,93,2832,Competitor had better devices
8314-HTWVE,1,United States,California,Cypress,90630,"33.818477, -118.038307",33.818477,-118.038307,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,0,60,3973,
5519-NPHVG,1,United States,California,Klamath River,96050,"41.816595, -122.948287",41.816595,-122.948287,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,73,3975,Price too high
2223-GDSHL,1,United States,California,Fountain Valley,92708,"33.712036, -117.950113",33.712036,-117.950113,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,No,0,62,6481,
8974-OVACP,1,United States,California,Yermo,92398,"35.013299, -116.834092",35.013299,-116.834092,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,0,31,3167,
1215-VFYVK,1,United States,California,Groveland,95321,"37.902968, -119.667544",37.902968,-119.667544,Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,0,30,2682,
5766-FTRTS,1,United States,California,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No,0,50,6297,
3423-HHXAO,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272,No,0,72,2993,
5955-ERIHD,1,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,1,72,2206,Long distance charges
6196-HBOBZ,1,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,0,80,6300,
2995-UPRYS,1,United States,California,Long Beach,90802,"33.752524, -118.210737",33.752524,-118.210737,Female,Yes,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,1,69,5098,Moved
4891-NLUBA,1,United States,California,Paynes Creek,96075,"40.343213, -121.815412",40.343213,-121.815412,Female,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,0,20,5063,
1564-HJUVY,1,United States,California,Modesto,95354,"37.639029, -120.964772",37.639029,-120.964772,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,0,59,2624,
6114-TCFID,1,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,Female,No,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,No,0,29,5103,
4648-YPBTM,1,United States,California,Arcadia,91007,"34.128284, -118.047732",34.128284,-118.047732,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,0,55,5644,
4626-OZDTJ,1,United States,California,Wildomar,92595,"33.617108, -117.253349",33.617108,-117.253349,Female,No,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,No,0,80,5408,
4373-MAVJG,1,United States,California,Oceanside,92056,"33.194742, -117.29032",33.194742,-117.29032,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,Yes,1,70,5148,Moved
4526-ZJJTM,1,United States,California,San Mateo,94403,"37.538309, -122.305109",37.538309,-122.305109,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,0,51,4849,
0295-QVKPB,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,0,42,3099,
4623-ZKHLY,1,United States,California,Ontario,91762,"34.057256, -117.667677",34.057256,-117.667677,Male,No,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,0,28,3727,
7446-KQISO,1,United States,California,Visalia,93292,"36.37559, -119.211689",36.37559,-119.211689,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No,0,38,4221,
0689-DSXGL,1,United States,California,Yreka,96097,"41.764869, -122.671316",41.764869,-122.671316,Female,No,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,0,22,5494,
6509-TSGWN,1,United States,California,Whitethorn,95589,"40.053159, -123.995867",40.053159,-123.995867,Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,911.6,No,0,72,5359,
6295-OSINB,1,United States,California,Samoa,95564,"40.809636, -124.189977",40.809636,-124.189977,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No,0,25,6181,
